print_key,name,set_code,collector_number,layout,face_count,type_line_source,type_line_pl,has_rules_text,rules_translation_status,explanation_status
tla:207,"Avatar Aang // Aang, Master of Elements",TLA,207,transform,2,Legendary Creature — Human Avatar Ally // Legendary Creature — Avatar Ally,Legendarne Stworzenie — Człowiek Avatar Sojusznik // Legendarne Stworzenie — Avatar Sojusznik,yes,not-started,not-started
tla:208,"Azula, Cunning Usurper",TLA,208,normal,1,Legendary Creature — Human Noble Rogue,Legendarne Stworzenie — Człowiek Szlachcic Łotr,yes,not-started,not-started
tla:209,Beifong's Bounty Hunters,TLA,209,normal,1,Creature — Human Mercenary,Stworzenie — Człowiek Najemnik,yes,not-started,not-started
tla:210,Bitter Work,TLA,210,normal,1,Enchantment,Urok,yes,not-started,not-started
tla:211,"Bumi, Unleashed",TLA,211,normal,1,Legendary Creature — Human Noble Ally,Legendarne Stworzenie — Człowiek Szlachcic Sojusznik,yes,not-started,not-started
tla:212,Cat-Owl,TLA,212,normal,1,Creature — Cat Bird,Stworzenie — Kot Ptak,yes,not-started,not-started
tla:213,Cruel Administrator,TLA,213,normal,1,Creature — Human Soldier,Stworzenie — Człowiek Żołnierz,yes,not-started,not-started
tla:214,Dai Li Agents,TLA,214,normal,1,Creature — Human Soldier,Stworzenie — Człowiek Żołnierz,yes,not-started,not-started
tla:215,Dragonfly Swarm,TLA,215,normal,1,Creature — Dragon Insect,Stworzenie — Smok Owad,yes,not-started,not-started
tla:216,Earth Kingdom Soldier,TLA,216,normal,1,Creature — Human Soldier,Stworzenie — Człowiek Żołnierz,yes,not-started,not-started
tla:217,Earth King's Lieutenant,TLA,217,normal,1,Creature — Human Soldier Ally,Stworzenie — Człowiek Żołnierz Sojusznik,yes,not-started,not-started
tla:218,Earth Rumble Wrestlers,TLA,218,normal,1,Creature — Human Warrior Performer,Stworzenie — Człowiek Wojownik Artysta,yes,not-started,not-started
tla:219,Earth Village Ruffians,TLA,219,normal,1,Creature — Human Soldier Rogue,Stworzenie — Człowiek Żołnierz Łotr,yes,not-started,not-started
tla:220,Fire Lord Azula,TLA,220,normal,1,Legendary Creature — Human Noble,Legendarne Stworzenie — Człowiek Szlachcic,yes,not-started,not-started
tla:221,Fire Lord Zuko,TLA,221,normal,1,Legendary Creature — Human Noble Ally,Legendarne Stworzenie — Człowiek Szlachcic Sojusznik,yes,not-started,not-started
tla:222,Foggy Swamp Spirit Keeper,TLA,222,normal,1,Creature — Human Druid Ally,Stworzenie — Człowiek Druid Sojusznik,yes,not-started,not-started
tla:223,Guru Pathik,TLA,223,normal,1,Legendary Creature — Human Monk Ally,Legendarne Stworzenie — Człowiek Mnich Sojusznik,yes,not-started,not-started
tla:224,"Hama, the Bloodbender",TLA,224,normal,1,Legendary Creature — Human Warlock,Legendarne Stworzenie — Człowiek Czarnoksiężnik,yes,not-started,not-started
tla:225,"Hei Bai, Spirit of Balance",TLA,225,normal,1,Legendary Creature — Bear Spirit,Legendarne Stworzenie — Niedźwiedź Duch,yes,not-started,not-started
tla:226,Hermitic Herbalist,TLA,226,normal,1,Creature — Human Druid Ally,Stworzenie — Człowiek Druid Sojusznik,yes,not-started,not-started
tla:227,"Iroh, Grand Lotus",TLA,227,normal,1,Legendary Creature — Human Noble Ally,Legendarne Stworzenie — Człowiek Szlachcic Sojusznik,yes,not-started,not-started
tla:228,"Iroh, Tea Master",TLA,228,normal,1,Legendary Creature — Human Citizen Ally,Legendarne Stworzenie — Człowiek Obywatel Sojusznik,yes,not-started,not-started
tla:229,"Jet, Freedom Fighter",TLA,229,normal,1,Legendary Creature — Human Rebel Ally,Legendarne Stworzenie — Człowiek Buntownik Sojusznik,yes,not-started,not-started
tla:230,"Katara, the Fearless",TLA,230,normal,1,Legendary Creature — Human Warrior Ally,Legendarne Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tla:231,"Katara, Water Tribe's Hope",TLA,231,normal,1,Legendary Creature — Human Warrior Ally,Legendarne Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tla:232,The Lion-Turtle,TLA,232,normal,1,Legendary Creature — Elder Cat Turtle,Legendarne Stworzenie — Starszy Kot Żółw,yes,not-started,not-started
tla:233,"Long Feng, Grand Secretariat",TLA,233,normal,1,Legendary Creature — Human Advisor,Legendarne Stworzenie — Człowiek Doradca,yes,not-started,not-started
tla:234,Messenger Hawk,TLA,234,normal,1,Creature — Bird Scout,Stworzenie — Ptak Zwiadowca,yes,not-started,not-started
tla:235,"Ozai, the Phoenix King",TLA,235,normal,1,Legendary Creature — Human Noble,Legendarne Stworzenie — Człowiek Szlachcic,yes,not-started,not-started
tla:236,Platypus-Bear,TLA,236,normal,1,Creature — Platypus Bear,Stworzenie — Dziobak Niedźwiedź,yes,not-started,not-started
tla:237,Pretending Poxbearers,TLA,237,normal,1,Creature — Human Citizen Ally,Stworzenie — Człowiek Obywatel Sojusznik,yes,not-started,not-started
tla:238,"Professor Zei, Anthropologist",TLA,238,normal,1,Legendary Creature — Human Advisor Ally,Legendarne Stworzenie — Człowiek Doradca Sojusznik,yes,not-started,not-started
tla:239,Sandbender Scavengers,TLA,239,normal,1,Creature — Human Rogue,Stworzenie — Człowiek Łotr,yes,not-started,not-started
tla:240,"Sokka, Bold Boomeranger",TLA,240,normal,1,Legendary Creature — Human Warrior Ally,Legendarne Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tla:241,"Sokka, Lateral Strategist",TLA,241,normal,1,Legendary Creature — Human Warrior Ally,Legendarne Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tla:242,"Sokka, Tenacious Tactician",TLA,242,normal,1,Legendary Creature — Human Warrior Ally,Legendarne Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tla:243,"Suki, Kyoshi Warrior",TLA,243,normal,1,Legendary Creature — Human Warrior Ally,Legendarne Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tla:244,Sun Warriors,TLA,244,normal,1,Creature — Human Warrior Ally,Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tla:245,Tolls of War,TLA,245,normal,1,Enchantment,Urok,yes,not-started,not-started
tla:246,"Toph, Hardheaded Teacher",TLA,246,normal,1,Legendary Creature — Human Warrior Ally,Legendarne Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tla:247,"Toph, the First Metalbender",TLA,247,normal,1,Legendary Creature — Human Warrior Ally,Legendarne Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tla:248,Uncle Iroh,TLA,248,normal,1,Legendary Creature — Human Noble Ally,Legendarne Stworzenie — Człowiek Szlachcic Sojusznik,yes,not-started,not-started
tla:249,Vindictive Warden,TLA,249,normal,1,Creature — Human Soldier,Stworzenie — Człowiek Żołnierz,yes,not-started,not-started
tla:250,Wandering Musicians,TLA,250,normal,1,Creature — Human Bard Ally,Stworzenie — Człowiek Bard Sojusznik,yes,not-started,not-started
tla:251,White Lotus Reinforcements,TLA,251,normal,1,Creature — Human Soldier Ally,Stworzenie — Człowiek Żołnierz Sojusznik,yes,not-started,not-started
tla:252,"Zhao, Ruthless Admiral",TLA,252,normal,1,Legendary Creature — Human Soldier,Legendarne Stworzenie — Człowiek Żołnierz,yes,not-started,not-started
tla:253,"Zuko, Conflicted",TLA,253,normal,1,Legendary Creature — Human Rogue,Legendarne Stworzenie — Człowiek Łotr,yes,not-started,not-started
tla:254,Barrels of Blasting Jelly,TLA,254,normal,1,Artifact,Artefakt,yes,not-started,not-started
tla:255,Bender's Waterskin,TLA,255,normal,1,Artifact,Artefakt,yes,not-started,not-started
tla:256,Fire Nation Warship,TLA,256,normal,1,Artifact — Vehicle,Artefakt — Pojazd,yes,not-started,not-started
tla:257,Kyoshi Battle Fan,TLA,257,normal,1,Artifact — Equipment,Artefakt — Ekwipunek,yes,not-started,not-started
tla:258,Meteor Sword,TLA,258,normal,1,Artifact — Equipment,Artefakt — Ekwipunek,yes,not-started,not-started
tla:259,Planetarium of Wan Shi Tong,TLA,259,normal,1,Legendary Artifact,Legendarne Artefakt,yes,not-started,not-started
tla:260,Trusty Boomerang,TLA,260,normal,1,Artifact — Equipment,Artefakt — Ekwipunek,yes,not-started,not-started
tla:261,The Walls of Ba Sing Se,TLA,261,normal,1,Legendary Artifact Creature — Wall,Legendarne Artefakt Stworzenie — Ściana,yes,not-started,not-started
tla:262,White Lotus Tile,TLA,262,normal,1,Artifact,Artefakt,yes,not-started,not-started
tla:263,Abandoned Air Temple,TLA,263,normal,1,Land,Ląd,yes,not-started,not-started
tla:264,Agna Qel'a,TLA,264,normal,1,Land,Ląd,yes,not-started,not-started
tla:265,Airship Engine Room,TLA,265,normal,1,Land,Ląd,yes,not-started,not-started
tla:266,Ba Sing Se,TLA,266,normal,1,Land,Ląd,yes,not-started,not-started
tla:267,Boiling Rock Prison,TLA,267,normal,1,Land,Ląd,yes,not-started,not-started
tla:268,Fire Nation Palace,TLA,268,normal,1,Land,Ląd,yes,not-started,not-started
tla:269,Foggy Bottom Swamp,TLA,269,normal,1,Land,Ląd,yes,not-started,not-started
tla:270,Jasmine Dragon Tea Shop,TLA,270,normal,1,Land,Ląd,yes,not-started,not-started
tla:271,Kyoshi Village,TLA,271,normal,1,Land,Ląd,yes,not-started,not-started
tla:272,Meditation Pools,TLA,272,normal,1,Land,Ląd,yes,not-started,not-started
tla:273,Misty Palms Oasis,TLA,273,normal,1,Land,Ląd,yes,not-started,not-started
tla:274,North Pole Gates,TLA,274,normal,1,Land,Ląd,yes,not-started,not-started
tla:275,Omashu City,TLA,275,normal,1,Land,Ląd,yes,not-started,not-started
tla:276,Realm of Koh,TLA,276,normal,1,Land,Ląd,yes,not-started,not-started
tla:277,Rumble Arena,TLA,277,normal,1,Land,Ląd,yes,not-started,not-started
tla:278,Secret Tunnel,TLA,278,normal,1,Land — Cave,Ląd — Jaskinia,yes,not-started,not-started
tla:279,Serpent's Pass,TLA,279,normal,1,Land,Ląd,yes,not-started,not-started
tla:280,Sun-Blessed Peak,TLA,280,normal,1,Land,Ląd,yes,not-started,not-started
tla:281,White Lotus Hideout,TLA,281,normal,1,Land,Ląd,yes,not-started,not-started
tla:282,Plains,TLA,282,normal,1,Basic Land — Plains,Podstawowy Ląd — Równina,yes,not-started,not-started
tla:283,Island,TLA,283,normal,1,Basic Land — Island,Podstawowy Ląd — Wyspa,yes,not-started,not-started
tla:284,Swamp,TLA,284,normal,1,Basic Land — Swamp,Podstawowy Ląd — Bagno,yes,not-started,not-started
tla:285,Mountain,TLA,285,normal,1,Basic Land — Mountain,Podstawowy Ląd — Góra,yes,not-started,not-started
tla:286,Forest,TLA,286,normal,1,Basic Land — Forest,Podstawowy Ląd — Las,yes,not-started,not-started
tle:1,Brought Back,TLE,1,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:2,Drannith Magistrate,TLE,2,normal,1,Creature — Human Wizard,Stworzenie — Człowiek Czarodziej,yes,not-started,not-started
tle:3,Empty City Ruse,TLE,3,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:4,"Lita, Mechanical Engineer",TLE,4,normal,1,Legendary Artifact Creature — Artificer,Legendarne Artefakt Stworzenie — Rzemieślnik,yes,not-started,not-started
tle:5,Release to Memory,TLE,5,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:6,Scout's Warning,TLE,6,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:7,Teferi's Protection,TLE,7,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:8,Three Dreams,TLE,8,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:9,Agent of Treachery,TLE,9,normal,1,Creature — Human Rogue,Stworzenie — Człowiek Łotr,yes,not-started,not-started
tle:10,Bribery,TLE,10,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:11,Clone,TLE,11,normal,1,Creature — Shapeshifter,Stworzenie — Zmiennokształtny,yes,not-started,not-started
tle:12,Clone Legion,TLE,12,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:13,Force of Negation,TLE,13,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:14,Imprisoned in the Moon,TLE,14,normal,1,Enchantment — Aura,Urok — Aura,yes,not-started,not-started
tle:15,Intruder Alarm,TLE,15,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:16,Mystic Remora,TLE,16,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:17,Prosperity,TLE,17,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:18,Sakashima of a Thousand Faces,TLE,18,normal,1,Legendary Creature — Human Rogue,Legendarne Stworzenie — Człowiek Łotr,yes,not-started,not-started
tle:19,Standstill,TLE,19,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:20,Training Grounds,TLE,20,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:21,Visions of Beyond,TLE,21,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:22,Black Sun's Zenith,TLE,22,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:23,Bloodchief Ascension,TLE,23,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:24,Cruel Tutor,TLE,24,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:25,Noxious Gearhulk,TLE,25,normal,1,Artifact Creature — Construct,Artefakt Stworzenie — Konstrukt,yes,not-started,not-started
tle:26,Blasphemous Act,TLE,26,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:27,"Diaochan, Artful Beauty",TLE,27,normal,1,Legendary Creature — Human Advisor,Legendarne Stworzenie — Człowiek Doradca,yes,not-started,not-started
tle:28,Dockside Extortionist,TLE,28,normal,1,Creature — Goblin Pirate,Stworzenie — Goblin Pirat,yes,not-started,not-started
tle:29,Fervor,TLE,29,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:30,Humble Defector,TLE,30,normal,1,Creature — Human Rogue,Stworzenie — Człowiek Łotr,yes,not-started,not-started
tle:31,Insurrection,TLE,31,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:32,Lightning Bolt,TLE,32,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:33,Mirrorwing Dragon,TLE,33,normal,1,Creature — Dragon,Stworzenie — Smok,yes,not-started,not-started
tle:34,Rending Volley,TLE,34,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:35,Searing Blood,TLE,35,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:36,Shattering Spree,TLE,36,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:37,Volcanic Torrent,TLE,37,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:38,Warstorm Surge,TLE,38,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:39,Beastmaster Ascension,TLE,39,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:40,Elemental Bond,TLE,40,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:41,The Great Henge,TLE,41,normal,1,Legendary Artifact,Legendarne Artefakt,yes,not-started,not-started
tle:42,Heartbeat of Spring,TLE,42,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:43,Heroic Intervention,TLE,43,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:44,Return of the Wildspeaker,TLE,44,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:45,Rites of Flourishing,TLE,45,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:46,Taunting Challenge,TLE,46,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:47,Captain Sisay,TLE,47,normal,1,Legendary Creature — Human Soldier,Legendarne Stworzenie — Człowiek Żołnierz,yes,not-started,not-started
tle:48,Eladamri's Call,TLE,48,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:49,Fevered Visions,TLE,49,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:50,Join the Dance,TLE,50,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:51,"Koma, Cosmos Serpent",TLE,51,normal,1,Legendary Creature — Serpent,Legendarne Stworzenie — Wąż morski,yes,not-started,not-started
tle:52,Rhys the Redeemed,TLE,52,normal,1,Legendary Creature — Elf Warrior,Legendarne Stworzenie — Elf Wojownik,yes,not-started,not-started
tle:53,Cityscape Leveler,TLE,53,normal,1,Artifact Creature — Construct,Artefakt Stworzenie — Konstrukt,yes,not-started,not-started
tle:54,Meteorite,TLE,54,normal,1,Artifact,Artefakt,yes,not-started,not-started
tle:55,Sundial of the Infinite,TLE,55,normal,1,Artifact,Artefakt,yes,not-started,not-started
tle:56,Dark Depths,TLE,56,normal,1,Legendary Snow Land,Legendarne Śnieżny Ląd,yes,not-started,not-started
tle:57,Fabled Passage,TLE,57,normal,1,Land,Ląd,yes,not-started,not-started
tle:58,Sunbaked Canyon,TLE,58,normal,1,Land,Ląd,yes,not-started,not-started
tle:59,Tarnished Citadel,TLE,59,normal,1,Land,Ląd,yes,not-started,not-started
tle:60,Treetop Village,TLE,60,normal,1,Land,Ląd,yes,not-started,not-started
tle:61,"Valakut, the Molten Pinnacle",TLE,61,normal,1,Land,Ląd,yes,not-started,not-started
tle:62,"Appa, the Vigilant",TLE,62,normal,1,Legendary Creature — Bison Ally,Legendarne Stworzenie — Bizon Sojusznik,yes,not-started,not-started
tle:63,Katara's Reversal,TLE,63,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:64,Fire Nation Turret,TLE,64,normal,1,Artifact,Artefakt,yes,not-started,not-started
tle:65,Swampbenders,TLE,65,normal,1,Creature — Human Druid Ally,Stworzenie — Człowiek Druid Sojusznik,yes,not-started,not-started
tle:66,Sokka's Charge,TLE,66,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:67,Earthshape,TLE,67,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:68,Mai and Zuko,TLE,68,normal,1,Legendary Creature — Human Noble Ally,Legendarne Stworzenie — Człowiek Szlachcic Sojusznik,yes,not-started,not-started
tle:69,Aang and Katara,TLE,69,normal,1,Legendary Creature — Human Avatar Ally,Legendarne Stworzenie — Człowiek Avatar Sojusznik,yes,not-started,not-started
tle:70,"Toph, Greatest Earthbender",TLE,70,normal,1,Legendary Creature — Human Warrior Ally,Legendarne Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tle:71,Sokka and Suki,TLE,71,normal,1,Legendary Creature — Human Warrior Ally,Legendarne Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tle:72,Momo's Heist,TLE,72,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:73,Uncle's Musings,TLE,73,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:74,"Aang, Airbending Master",TLE,74,normal,1,Legendary Creature — Human Avatar Ally,Legendarne Stworzenie — Człowiek Avatar Sojusznik,yes,not-started,not-started
tle:75,Air Nomad Student,TLE,75,normal,1,Creature — Human Monk,Stworzenie — Człowiek Mnich,yes,not-started,not-started
tle:76,"The Duke, Rebel Sentry",TLE,76,normal,1,Legendary Creature — Human Rebel Ally,Legendarne Stworzenie — Człowiek Buntownik Sojusznik,yes,not-started,not-started
tle:77,Inspired Insurgent,TLE,77,normal,1,Creature — Human Peasant Ally,Stworzenie — Człowiek Chłop Sojusznik,yes,not-started,not-started
tle:78,"Jet, Rebel Leader",TLE,78,normal,1,Legendary Creature — Human Rebel Ally,Legendarne Stworzenie — Człowiek Buntownik Sojusznik,yes,not-started,not-started
tle:79,Kindly Customer,TLE,79,normal,1,Creature — Human Citizen,Stworzenie — Człowiek Obywatel,yes,not-started,not-started
tle:80,Koala-Sheep,TLE,80,normal,1,Creature — Bear Sheep,Stworzenie — Niedźwiedź Owca,yes,not-started,not-started
tle:81,Monk Gyatso,TLE,81,normal,1,Legendary Creature — Human Monk,Legendarne Stworzenie — Człowiek Mnich,yes,not-started,not-started
tle:82,"Pipsqueak, Rebel Strongarm",TLE,82,normal,1,Legendary Creature — Human Rebel Ally,Legendarne Stworzenie — Człowiek Buntownik Sojusznik,yes,not-started,not-started
tle:83,"Sokka, Swordmaster",TLE,83,normal,1,Legendary Creature — Human Warrior Ally,Legendarne Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tle:84,Sokka's Sword Training,TLE,84,normal,1,Instant — Lesson,Czar natychmiastowy — Lekcja,yes,not-started,not-started
tle:85,"Suki, Kyoshi Captain",TLE,85,normal,1,Legendary Creature — Human Warrior Ally,Legendarne Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tle:86,Tale of Momo,TLE,86,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:87,That's Rough Buddy,TLE,87,normal,1,Instant — Lesson,Czar natychmiastowy — Lekcja,yes,not-started,not-started
tle:88,Toucan-Puffin,TLE,88,normal,1,Creature — Bird,Stworzenie — Ptak,yes,not-started,not-started
tle:89,Baboon Spirit,TLE,89,normal,1,Creature — Monkey Spirit,Stworzenie — Małpa Duch,yes,not-started,not-started
tle:90,The Blue Spirit,TLE,90,normal,1,Legendary Creature — Human Rogue Ally,Legendarne Stworzenie — Człowiek Łotr Sojusznik,yes,not-started,not-started
tle:91,Chakra Meditation,TLE,91,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:92,Dutiful Knowledge Seeker,TLE,92,normal,1,Creature — Fox Spirit,Stworzenie — Lis Duch,yes,not-started,not-started
tle:93,"Katara, Waterbending Master",TLE,93,normal,1,Legendary Creature — Human Warrior Ally,Legendarne Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tle:94,Nightmares and Daydreams,TLE,94,saga,1,Enchantment — Saga,Urok — Saga,yes,not-started,not-started
tle:95,Princess Yue,TLE,95,normal,1,Legendary Creature — Human Noble Ally,Legendarne Stworzenie — Człowiek Szlachcic Sojusznik,yes,not-started,not-started
tle:96,"Tui and La, Moon and Ocean",TLE,96,normal,1,Legendary Creature — Fish Spirit,Legendarne Stworzenie — Ryba Duch,yes,not-started,not-started
tle:97,Unagi's Spray,TLE,97,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:98,"Wan Shi Tong, All-Knowing",TLE,98,normal,1,Legendary Creature — Bird Spirit,Legendarne Stworzenie — Ptak Duch,yes,not-started,not-started
tle:99,Waterbender's Restoration,TLE,99,normal,1,Instant — Lesson,Czar natychmiastowy — Lekcja,yes,not-started,not-started
tle:100,Whirlwind Technique,TLE,100,normal,1,Instant — Lesson,Czar natychmiastowy — Lekcja,yes,not-started,not-started
tle:101,"Azula, Ruthless Firebender",TLE,101,normal,1,Legendary Creature — Human Noble,Legendarne Stworzenie — Człowiek Szlachcic,yes,not-started,not-started
tle:102,Dai Li Censor,TLE,102,normal,1,Creature — Human Soldier Advisor,Stworzenie — Człowiek Żołnierz Doradca,yes,not-started,not-started
tle:103,Desperate Plea,TLE,103,normal,1,Sorcery — Lesson,Rytuał — Lekcja,yes,not-started,not-started
tle:104,Fire Lord Ozai,TLE,104,normal,1,Legendary Creature — Human Noble,Legendarne Stworzenie — Człowiek Szlachcic,yes,not-started,not-started
tle:105,Fire Nation Occupation,TLE,105,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:106,Fire Nation Salvagers,TLE,106,normal,1,Creature — Human Soldier,Stworzenie — Człowiek Żołnierz,yes,not-started,not-started
tle:107,Giant Fly,TLE,107,normal,1,Creature — Insect,Stworzenie — Owad,yes,not-started,not-started
tle:108,"Lo and Li, Royal Advisors",TLE,108,normal,1,Legendary Creature — Human Advisor,Legendarne Stworzenie — Człowiek Doradca,yes,not-started,not-started
tle:109,"Nyla, Shirshu Sleuth",TLE,109,normal,1,Legendary Creature — Mole Beast,Legendarne Stworzenie — Kret Bestia,yes,not-started,not-started
tle:110,Ruthless Waterbender,TLE,110,normal,1,Creature — Human Soldier Ally,Stworzenie — Człowiek Żołnierz Sojusznik,yes,not-started,not-started
tle:111,Scarring Memories,TLE,111,normal,1,Sorcery — Lesson,Rytuał — Lekcja,yes,not-started,not-started
tle:112,"Avatar Roku, Firebender",TLE,112,normal,1,Legendary Creature — Human Avatar,Legendarne Stworzenie — Człowiek Avatar,yes,not-started,not-started
tle:113,"Chong and Lily, Nomads",TLE,113,normal,1,Legendary Creature — Human Bard Ally,Legendarne Stworzenie — Człowiek Bard Sojusznik,yes,not-started,not-started
tle:114,Deer-Dog,TLE,114,normal,1,Creature — Elk Dog,Stworzenie — Jeleń Pies,yes,not-started,not-started
tle:115,"Fang, Roku's Companion",TLE,115,normal,1,Legendary Creature — Dragon,Legendarne Stworzenie — Smok,yes,not-started,not-started
tle:116,Founding of Omashu,TLE,116,saga,1,Enchantment — Saga,Urok — Saga,yes,not-started,not-started
tle:117,Frantic Confrontation,TLE,117,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:118,Freedom Fighter Recruit,TLE,118,normal,1,Creature — Human Rebel Ally,Stworzenie — Człowiek Buntownik Sojusznik,yes,not-started,not-started
tle:119,"Iroh, Dragon of the West",TLE,119,normal,1,Legendary Creature — Human Noble Ally,Legendarne Stworzenie — Człowiek Szlachcic Sojusznik,yes,not-started,not-started
tle:120,"Longshot, Rebel Bowman",TLE,120,normal,1,Legendary Creature — Human Rebel Ally,Legendarne Stworzenie — Człowiek Buntownik Sojusznik,yes,not-started,not-started
tle:121,Lost in Memories,TLE,121,normal,1,Enchantment — Aura,Urok — Aura,yes,not-started,not-started
tle:122,"Moku, Meandering Drummer",TLE,122,normal,1,Legendary Creature — Human Bard Ally,Legendarne Stworzenie — Człowiek Bard Sojusznik,yes,not-started,not-started
tle:123,Overwhelming Victory,TLE,123,normal,1,Instant — Lesson,Czar natychmiastowy — Lekcja,yes,not-started,not-started
tle:124,Reckless Blaze,TLE,124,normal,1,Sorcery — Lesson,Rytuał — Lekcja,yes,not-started,not-started
tle:125,"Smellerbee, Rebel Fighter",TLE,125,normal,1,Legendary Creature — Human Rebel Ally,Legendarne Stworzenie — Człowiek Buntownik Sojusznik,yes,not-started,not-started
tle:126,Storm of Memories,TLE,126,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:127,"Zuko, Firebending Master",TLE,127,normal,1,Legendary Creature — Human Noble Ally,Legendarne Stworzenie — Człowiek Szlachcic Sojusznik,yes,not-started,not-started
tle:128,Animal Attendant,TLE,128,normal,1,Creature — Human Citizen,Stworzenie — Człowiek Obywatel,yes,not-started,not-started
tle:129,The Art of Tea,TLE,129,normal,1,Instant — Lesson,Czar natychmiastowy — Lekcja,yes,not-started,not-started
tle:130,"Avatar Kyoshi, Earthbender",TLE,130,normal,1,Legendary Creature — Human Avatar,Legendarne Stworzenie — Człowiek Avatar,yes,not-started,not-started
tle:131,Bison Whistle,TLE,131,normal,1,Artifact,Artefakt,yes,not-started,not-started
tle:132,"Bosco, Just a Bear",TLE,132,normal,1,Legendary Creature — Bear,Legendarne Stworzenie — Niedźwiedź,yes,not-started,not-started
tle:133,Bumi's Feast Lecture,TLE,133,normal,1,Sorcery — Lesson,Rytuał — Lekcja,yes,not-started,not-started
tle:134,The Cabbage Merchant,TLE,134,normal,1,Legendary Creature — Human Citizen,Legendarne Stworzenie — Człowiek Obywatel,yes,not-started,not-started
tle:135,Cracked Earth Technique,TLE,135,normal,1,Sorcery — Lesson,Rytuał — Lekcja,yes,not-started,not-started
tle:136,Creeping Crystal Coating,TLE,136,normal,1,Enchantment — Aura,Urok — Aura,yes,not-started,not-started
tle:137,Crystalline Armor,TLE,137,normal,1,Enchantment — Aura,Urok — Aura,yes,not-started,not-started
tle:138,Elephant-Mandrill,TLE,138,normal,1,Creature — Elephant Monkey,Stworzenie — Słoń Małpa,yes,not-started,not-started
